"id_norma","tipo_norma","numero_norma","clase_norma","organismo_origen","fecha_sancion","numero_boletin","fecha_boletin","pagina_boletin","titulo_resumido","titulo_sumario","texto_resumido","observaciones","texto_original","texto_actualizado","modificada_por","modifica_a"
"374863","Resolución","5286","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2022-11-11","35046","2022-11-14","158","IMPUESTO PARA UNA ARGENTINA INCLUSIVA Y SOLIDARIA - ACLARACION","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","IMPUESTO PARA UNA ARGENTINA INCLUSIVA Y SOLIDARIA (PAIS). IMPUESTOS A LAS GANANCIAS Y SOBRE LOS BIENES PERSONALES. RESOLUCIONES GENERALES NROS. 4.659 Y 4.815, SUS RESPECTIVAS MODIFICATORIAS Y COMPLEMENTARIAS. NORMA ACLARATORIA.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374863/norma.htm","","0","3"
"374976","Resolución","2089","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","98","ACTOS DE CONCURSO PUBLICO","ENTE NACIONAL DE COMUNICACIONES","APROBAR LOS ACTOS DEL CONCURSO PUBLICO CONVOCADO A TRAVES DE LA RESOLUCION RESOL-2022-1509-APN- ENACOM#JGM, PARA LA ADJUDICACION DE 1 LICENCIA PARA LA INSTALACION, FUNCIONAMIENTO Y EXPLOTACION DE 1 SERVICIO DE COMUNICACION AUDIOVISUAL DE RADIODIFUSION SONORA POR MODULACION DE FRECUENCIA, EN EL CANAL 284, FRECUENCIA 104.7 MHZ. CATEGORIA E, EN LA CIUDAD DE SALTA, CONFORME EL ANEXO IDENTIFICADO IF-2022-62958637- APN- DNSA#ENACOM DEL GEDO. ADJUDICAR A JUAN MANUEL ABDALA IBAÑEZ, UNA LICENCIA PARA LA INSTALACION, FUNCIONAMIENTO Y EXPLOTACION DE 1 SERVICIO DE COMUNICACIÓN AUDIOVISUAL DE RADIODIFUSION SONORA POR MODULACION DE FRECUENCIA EN EL CANAL 284, FRECUENCIA 104.7 MHZ. CATEGORIA E, EN LA CIUDAD DE SALTA.","","","","0",""
"374929","Resolución","2628","","MINISTERIO DE SALUD","2022-11-11","35047","2022-11-15","85","DESIGNACION - PRORROGA","MINISTERIO DE SALUD","PRORROGASE A PARTIR DEL 25 DE NOVIEMBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES, LA DESIGNACION TRANSITORIA EFECTUADA POR CONDUCTO DE LA DECISION ADMINISTRATIVA N° 118 DEL 14 DE FEBRERO DE 2020, DE LA SRA. MARIA VALERIA ISLA BLUM (D.N.I. Nº 16.487.231), EN EL CARGO DE DIRECTORA NACIONAL DE LA ENTONCES DIRECCION DE SALUD SEXUAL Y REPRODUCTIVA ACTUAL DIRECCION NACIONAL DE SALUD SEXUAL Y REPRODUCTIVA DEPENDIENTE DE LA SECRETARIA DE ACCESO A LA SALUD DE ESTE MINISTERIO, NIVEL A - GRADO 0, FUNCION EJECUTIVA DE NIVEL I DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), INSTITUIDO POR EL CONVENIO COLECTIVO DE TRABAJO SECTORIAL, HOMOLOGADO POR EL DECRETO N° 2098 DEL 3 DE DICIEMBRE DE 2008, SUS MODIFICATORIOS Y COMPLEMENTARIOS, POR LOS MOTIVOS ENUNCIADOS EN LOS CONSIDERANDOS DE LA PRESENTE.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374929/norma.htm","","0","1"
"374994","Resolución","2108","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","105","BANDERITA SUR S.A.","ENTE NACIONAL DE COMUNICACIONES","OTORGAR A LA EMPRESA BANDERITA SUR S.A., LICENCIA PARA LA PRESTACION DE SERVICIOS DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES, SEAN FIJOS O MOVILES, ALAMBRICOS O INALAMBRICOS, NACIONALES O INTERNACIONALES, CON O SIN INFRAESTRUCTURA PROPIA.","","","","0",""
"374921","Resolución","887","","JEFATURA DE GABINETE DE MINISTROS","2022-11-11","35047","2022-11-15","74","FIRMA DEL DESPACHO Y RESOLUCION DE ASUNTOS","JEFATURA DE GABINETE DE MINISTROS","ENCOMIENDASE LA FIRMA DEL DESPACHO Y LA RESOLUCION DE ASUNTOS CONCERNIENTES DE LA SECRETARIA DE GABINETE DE LA JEFATURA DE GABINETE DE MINISTROS, ENTRE LOS DIAS 14 AL 17 DE NOVIEMBRE DE 2022, AMBAS FECHAS INCLUSIVE, EN LA TITULAR DE LA SECRETARIA DE COORDINACION LEGAL Y ADMINISTRATIVA, DOCTORA RITA HAYDEE TANUZ (D.N.I. Nº 14.295.382), DESIGNADA A TRAVES DEL DECRETO N° 485 DEL 12 DE AGOSTO DE 2022.","","","","0","1"
"374982","Resolución","2095","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","100","DOVA S.R.L.","ENTE NACIONAL DE COMUNICACIONES","INSCRIBIR A LA FIRMA DOVA S.R.L., EN EL REGISTRO DE SERVICIOS TIC, LOS SERVICIOS DE RADIODIFUSION POR SUSCRIPCION MEDIANTE VINCULO FISICO Y/O RADIOELECTRICO Y REVENTA DE SERVICIOS DE TELECOMUNICACIONES.","","","","0",""
"374978","Resolución","2091","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","99","FUEGUINA COMUNICACIONES S.A.S.","ENTE NACIONAL DE COMUNICACIONES","INSCRIBIR A LA EMPRESA FUEGUINA COMUNICACIONES S.A.S. EN EL REGISTRO DE SERVICIOS TIC APROBADO EN EL ANEXO I DE LA RESOLUCION DEL EX MINISTERIO DE MODERNIZACION N° 697/2017 Y SUS MODIFICATORIAS, EL SERVICIO DE RADIODIFUSION POR SUSCRIPCION MEDIANTE VINCULO FISICO Y/O RADIOELECTRICO.","","","","0",""
"374989","Resolución","2102","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","103","C&C COMUNICACIONES DIGITALES S.R.L.","ENTE NACIONAL DE COMUNICACIONES","INSCRIBIR A LA EMPRESA C&C COMUNICACIONES DIGITALES S.R.L., EN EL REGISTRO DE SERVICIOS TIC APROBADO EN EL ANEXO I DE LA RESOLUCION DEL EX MINISTERIO DE MODERNIZACION N° 697/2017 Y SUS MODIFICATORIAS, EL SERVICIO DE RADIODIFUSION POR SUSCRIPCION MEDIANTE VINCULO FISICO Y/O RADIOELECTRICO.","","","","0",""
"375368","Disposición","57","","DIRECCION REGIONAL SANTA FE (AFIP-DGI)","2022-11-11","35053","2022-11-23","53","REGIMEN DE REEMPLAZOS - MODIFICACION","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","MODIFICAR EL REGIMEN DE REEMPLAZOS TRANSITORIOS PARA CASOS DE AUSENCIA O IMPEDIMENTO DE JEFATURA DE DIVISION INVESTIGACION  DIRECCION REGIONAL SANTA FE, EL QUE QUEDARA ESTABLECIDO DE LA SIGUIENTE FORMA: ESTRUCTURA A REEMPLAZAR 1ER REEMPLAZANTE 2DO REEMPLAZANTE 3ER REEMPLAZANTE DIVISION INVESTIGACION (DI RSFE) EQUIPO C (DI RSFE) EQUIPO B (DI RSFE) EQUIPO A (DI RSFE)","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/375000-379999/375368/norma.htm","","0","1"
"374767","Decisión Administrativa","1147","","JEFATURA DE GABINETE DE MINISTROS","2022-11-11","35046","2022-11-14","9","DESIGNACION","JEFATURA DE GABINETE DE MINISTROS","DASE POR DESIGNADO CON CARACTER TRANSITORIO, A PARTIR DEL 12 DE SEPTIEMBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES, AL SEÑOR JUAN ADRIAN LUNA (D.N.I. N° 26.711.976) EN EL CARGO DE DIRECTOR NACIONAL DE FORTALECIMIENTO COMUNITARIO DE LA SUBSECRETARIA DE DESARROLLO COMUNITARIO DE LA SECRETARIA DE RELACIONES CON LA SOCIEDAD CIVIL Y DESARROLLO COMUNITARIO DE LA JEFATURA DE GABINETE DE MINISTROS, NIVEL A - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374767/norma.htm","","0",""
"374970","Resolución","2083","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","95","LEONARDO GABRIEL CENA","ENTE NACIONAL DE COMUNICACIONES","INSCRIBIR AL SEÑOR LEONARDO GABRIEL CENA, EN EL REGISTRO DE SERVICIOS TIC APROBADO EN EL ANEXO I DE LA RESOLUCION DEL EX MINISTERIO DE MODERNIZACION N° 697/2017 Y SUS MODIFICATORIAS, EL SERVICIO DE VALOR AGREGADO  ACCESO A INTERNET.","","","","0",""
"374923","Resolución","505","","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","2022-11-11","35047","2022-11-15","77","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","APRUEBESE LO ACTUADO POR EL COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO CONFORMADO POR RESOLUCION N° 193 DEL 11 DE MAYO DE 2022 DEL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE (RESOL-2022-193-APN-MAD), RESPECTO DE LA POSTULACION DEL AGENTE PEREZ, RICARDO HECTOR, CUIL 23179989999, QUIEN REVISTE ACTUALMENTE EN LA PLANTA PERMANENTE DE ESTE MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE, EN UN CARGO NIVEL E, AGRUPAMIENTO GENERAL, GRADO 9, TRAMO AVANZADO.","","","","0","1"
"375760","Resolución","286","","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2022-11-11","35058","2022-11-30","32","COOPERATIVA AGRICOLA GANADERA PEÑI MAPUCHE LIMITADA","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","OTORGASE A LA COOPERATIVA AGRICOLA GANADERA PEÑI MAPUCHE LIMITADA UN PERMISO DE USO PRECARIO Y GRATUITO DEL SECTOR DEL INMUEBLE DE PROPIEDAD DEL ESTADO NACIONAL, EN JURISDICCION DEL INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA), UBICADO EN LA CALLE PADRE GUTIERREZ Nº 2129, SITO EN LA LOCALIDAD DE EL BOLSON, DEPARTAMENTO BARILOCHE, PROVINCIA DE RIO NEGRO, IDENTIFICADO CATASTRALMENTE COMO COMO PARTIDO: 20 - CIRCUNSCRIPCION: 1 - SECCION: G - MANZANA: 456 - PARCELA: 4A, CORRESPONDIENTE AL CIE 6200000399/1, CON UNA SUPERFICIE TOTAL APROXIMADA DE SETECIENTOS OCHENTA Y CINCO METROS CUADRADOS CON CINCUENTA DECIMETROS CUADRADOS (785,50 M2), SEGUN SE DETALLA EN EL PLANO-2021-118826297-APNDSCYD#AABE, QUE COMO ANEXO I FORMA PARTE INTEGRANTE DE LA PRESENTE MEDIDA, CON EL OBJETO DE UTILIZAR DICHO SECTOR COMO ALMACEN DE RAMOS GENERALES, CUYA FINALIDAD ES LA COMERCIALIZACION Y ABASTECIMIENTO LOCAL Y REGIONAL DE PRODUCTOS AGROPECUARIOS, PRODUCIDOS POR COOPERATIVAS NUCLEADAS EN LA UNION DE TRABAJADORES DE LA TIERRA (UTT).","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/375000-379999/375760/norma.htm","","0","1"
"374928","Resolución","769","","SECRETARIA DE ENERGIA","2022-11-11","35047","2022-11-15","84","ENTE PROVINCIAL DE ENERGIA DEL NEUQUEN","MINISTERIO DE ECONOMIA","AUTORIZASE EL INGRESO DEL ENTE PROVINCIAL DE ENERGIA DEL NEUQUEN (EPEN) EN CALIDAD DE PROVINCIA COMERCIALIZADORA DE REGALIAS EN ESPECIE DEL MERCADO ELECTRICO MAYORISTA (MEM), AJUSTANDOSE AL CUMPLIMIENTO DE LA NORMATIVA VIGENTE.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374928/norma.htm","","0",""
"374771","Decisión Administrativa","1145","","JEFATURA DE GABINETE DE MINISTROS","2022-11-11","35046","2022-11-14","13","DESIGNACION","AGENCIA NACIONAL DE PROMOCION DE LA INVESTIGACION, EL DESARROLLO TECNOLOGICO Y LA INNOVACION","DASE POR DESIGNADA CON CARACTER TRANSITORIO, A PARTIR DEL 4 DE OCTUBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES CONTADOS A PARTIR DE LA FECHA DE LA PRESENTE MEDIDA, A LA DOCTORA MARISA INES CENSABELLA (D.N.I. Nº 17.228.909) EN EL CARGO DE DIRECTORA NACIONAL DEL FONDO PARA LA INVESTIGACION CIENTIFICA Y TECNOLOGICA (FONCYT) DE LA AGENCIA NACIONAL DE PROMOCION DE LA INVESTIGACION, EL DESARROLLO TECNOLOGICO Y LA INNOVACION, ORGANISMO DESCENTRALIZADO ACTUANTE EN LA ORBITA DEL MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION, NIVEL A - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374771/norma.htm","","0",""
"374969","Resolución","2082","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","95","ZONANET DIGITAL S.R.L.","ENTE NACIONAL DE COMUNICACIONES","OTORGAR A LA EMPRESA ZONANET DIGITAL S.R.L, LICENCIA PARA LA PRESTACION DE SERVICIOS DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES, SEAN FIJOS O MOVILES, ALAMBRICOS O INALAMBRICOS, NACIONALES O INTERNACIONALES, CON O SIN INFRAESTRUCTURA PROPIA.","","","","0",""
"374776","Resolución","648","","AUTORIDAD REGULATORIA NUCLEAR","2022-11-11","35046","2022-11-14","19","LICENCIAS DE OPERACION","AUTORIDAD REGULATORIA NUCLEAR","OTORGAR LAS LICENCIAS DE OPERACION QUE INTEGRAN EL ACTA N° 556, APLICACIONES INDUSTRIALES, QUE SE INCLUYEN LISTADAS EN EL ANEXO A LA PRESENTE RESOLUCION.","","","","0",""
"374941","Resolución","770","Sintetizada","SUPERINTENDENCIA DE SEGUROS DE LA NACION","2022-11-11","35047","2022-11-15","118","THOMPSON, HEATH & BOND S.A.","SEGUROS","TOMESE NOTA EN EL REGISTRO DE INTERMEDIARIOS DE REASEGUROS DE ESTA SUPERINTENDENCIA DE SEGUROS DE LA NACION DEL CAMBIO DE DENOMINACION DE SPECIAL RISKS CONSULTANTS S.A., ENTIDAD INSCRIPTA BAJO EL Nº 73 EN EL MENCIONADO REGISTRO, POR SU ACTUAL DENOMINACION THOMPSON, HEATH & BOND S.A., CONFORME LO RESUELTO POR ASAMBLEA GENERAL ORDINARIA Y EXTRAORDINARIA DE FECHA 28 DE JUNIO DE 2022.","","","","0",""
"374985","Resolución","2098","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","101","NESTOR DANIEL BORTOLIN","ENTE NACIONAL DE COMUNICACIONES","OTORGAR AL SEÑOR NESTOR DANIEL BORTOLIN, LICENCIA PARA LA PRESTACION DE SERVICIOS DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES, SEAN FIJOS O MOVILES, ALAMBRICOS O INALAMBRICOS, NACIONALES O INTERNACIONALES, CON O SIN INFRAESTRUCTURA PROPIA.","","","","0",""
"374971","Resolución","2084","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","95","QUALITY TECH S.R.L.","ENTE NACIONAL DE COMUNICACIONES","OTORGAR A LA FIRMA QUALITY TECH S.R.L. LICENCIA PARA LA PRESTACION DE SERVICIOS TICS, SEAN FIJOS O MOVILES, ALAMBRICOS O INALAMBRICOS, NACIONALES O INTERNACIONALES, CON O SIN INFRAESTRUCTURA PROPIA.","","","","0",""
"374773","Decisión Administrativa","1143","","JEFATURA DE GABINETE DE MINISTROS","2022-11-11","35046","2022-11-14","15","DESIGNACION","MINISTERIO DE SEGURIDAD","DASE POR DESIGNADA CON CARACTER TRANSITORIO, A PARTIR DEL 13 DE JUNIO DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES CONTADOS A PARTIR DE LA FECHA DE LA PRESENTE MEDIDA, A LA SEÑORA ABRIL CHANTAL COLLADA (D.N.I. Nº 42.932.539) PARA CUMPLIR FUNCIONES DE ASISTENTE ADMINISTRATIVA DE LA SUBSECRETARIA DE INTERVENCION FEDERAL DE LA SECRETARIA DE SEGURIDAD Y POLITICA CRIMINAL DEL MINISTERIO DE SEGURIDAD, NIVEL D - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","","","0",""
"374991","Resolución","2104","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","103","JUAN FRANCISCO GRAMIGNA","ENTE NACIONAL DE COMUNICACIONES","OTORGAR AL SEÑOR JUAN FRANCISCO GRAMIGNA, LICENCIA PARA LA PRESTACION DE SERVICIOS DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES, SEAN FIJOS O MOVILES, ALAMBRICOS O INALAMBRICOS, NACIONALES O INTERNACIONALES, CON O SIN INFRAESTRUCTURA PROPIA.","","","","0",""
"374768","Decisión Administrativa","1149","","JEFATURA DE GABINETE DE MINISTROS","2022-11-11","35046","2022-11-14","10","DESIGNACION","JEFATURA DE GABINETE DE MINISTROS","DASE POR DESIGNADA CON CARACTER TRANSITORIO, A PARTIR DEL 6 DE OCTUBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES, A LA ABOGADA MARINA LIA LEVY (D.N.I. N° 26.420.890) EN EL CARGO DE DIRECTORA DE POLITICA SALARIAL DE LA DIRECCION NACIONAL DE GESTION DE INFORMACION Y POLITICA SALARIAL DE LA SUBSECRETARIA DE EMPLEO PUBLICO DE LA SECRETARIA DE GESTION Y EMPLEO PUBLICO DE LA JEFATURA DE GABINETE DE MINISTROS, NIVEL B - GRADO 0, DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","","","0",""
"374983","Resolución","2096","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","100","PABLO JAVIER PLASENCIA","ENTE NACIONAL DE COMUNICACIONES","OTORGAR AL SEÑOR PABLO JAVIER PLASENCIA, LICENCIA PARA LA PRESTACION DE SERVICIOS DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES, SEAN FIJOS O MOVILES, ALAMBRICOS O INALAMBRICOS, NACIONALES O INTERNACIONALES, CON O SIN INFRAESTRUCTURA PROPIA.","","","","0",""
"374930","Resolución","576","","MINISTERIO DE TURISMO Y DEPORTES","2022-11-11","35047","2022-11-15","86","MANUAL OPERATIVO PARA EL OTORGAMIENTO DE APORTES NO REINTEGRABLES","MINISTERIO DE TURISMO Y DEPORTES","APRUEBASE EL MANUAL OPERATIVO PARA EL OTORGAMIENTO DE APORTES NO REINTEGRABLES (ANR) (INTUR LA RUTA NATURAL I) EN EL MARCO DEL COMPONENTE II 'INCREMENTO DE LA OFERTA TURISTICA EN AREAS NATURALES' DEL PROGRAMA DE DESARROLLO, INVERSION Y FACILITACION DEL TURISMO DE NATURALEZA DE ARGENTINA: LA RUTA NATURAL', FINANCIADO A TRAVES DEL CONTRATO DE PRESTAMO BID N° 5521/OC-AR QUE, COMO ANEXO IF-2022-121664269-APN-DEPI#MTYD FORMA PARTE INTEGRANTE DE LA PRESENTE MEDIDA.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374930/norma.htm","","0","2"
"374781","Resolución","491","","ENTE NACIONAL REGULADOR DEL GAS","2022-11-11","35046","2022-11-14","28","CONCURSO PUBLICO - DEJASE SIN EFECTO","ENTE NACIONAL REGULADOR DEL GAS","DEJAR SIN EFECTO EL CONCURSO PUBLICO IDENTIFICADO BAJO EL PROCEDIMIENTO Nº 55-0001-CPU22, PARA LA CONTRATACION DE UN SERVICIO DE CONSULTORIA EXTERNA PARA EL ESTUDIO DE SERVICIOS ASOCIADOS AL TRANSPORTE DEL TIPO PARK & LOAN (PAL) Y RELACIONADOS EN LOS SISTEMAS DE TRANSPORTE DE GAS NATURAL DE LA ARGENTINA, DE CONFORMIDAD CON LO ESTABLECIDO EN EL PLIEGO DE BASES Y CONDICIONES PARTICULARES (PLIEG-2022- 31510494-APN-GA#ENARGAS), CUYA CONVOCATORIA FUERA APROBADA MEDIANTE RESOLUCION Nº RESOL-2022-130-APN-DIRECTORIO#ENARGAS DEL 9 DE ABRIL DE 2022.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374781/norma.htm","","0",""
"374772","Decisión Administrativa","1144","","JEFATURA DE GABINETE DE MINISTROS","2022-11-11","35046","2022-11-14","14","DESIGNACION","BANCO NACIONAL DE DATOS GENETICOS","DASE POR DESIGNADO CON CARACTER TRANSITORIO, A PARTIR DEL 1° DE NOVIEMBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES CONTADOS A PARTIR DEL DICTADO DE LA PRESENTE MEDIDA, AL DOCTOR NICOLAS FURMAN (D.N.I. Nº 26.873.447) EN EL CARGO DE DIRECTOR DE LABORATORIO FORENSE DEL BANCO NACIONAL DE DATOS GENETICOS, ORGANISMO DESCENTRALIZADO ACTUANTE EN LA ORBITA DEL MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION, NIVEL B - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","","","0",""
"375512","Resolución","49","","SECRETARIA DE DESARROLLO CULTURAL","2022-11-11","35055","2022-11-25","48","DESIGNACIONES","MINISTERIO DE CULTURA","DESIGNAR AL SEÑOR LUIS MANUEL SANJURJO (D.N.I. N°27.934.238) DIRECTOR NACIONAL DE INDUSTRIAS CULTURALES, A LA SEÑORA PATRICIA DREIDEMIE (D.N.I. N°20.185.580), Y A LA SEÑORA ADRIANA LORENA ANCHABA (D.N.I. N°24.198.318), COMO INTEGRANTES DEL COMITE EVALUADOR PARA LA TERCERA CONVOCATORIA DEL 'MANTA- BECA PARA EL DESARROLLO PRODUCTIVO ARTESANAL', DE CONFORMIDAD CON LO DISPUESTO EN EL PUNTO. 7.2 DEL REGLAMENTO DE BASES Y CONDICIONES - ANEXO I (IF-2022-97867174-APN-DNICUL#MC) APROBADO POR EL ARTICULO 1 DE LA RESOLUCION M.C. N° 1753/22 (RESOL-2022-1753-APN-MC).","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/375000-379999/375512/norma.htm","","0","1"
"374775","Resolución","647","","AUTORIDAD REGULATORIA NUCLEAR","2022-11-11","35046","2022-11-14","19","LICENCIAS DE OPERACION","AUTORIDAD REGULATORIA NUCLEAR","OTORGAR LAS LICENCIAS DE OPERACION QUE INTEGRAN EL ACTA N° 557, APLICACIONES MEDICAS, QUE SE INCLUYEN LISTADAS EN EL ANEXO A LA PRESENTE RESOLUCION.","","","","0",""
"374968","Resolución","2081","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","94","RED REGIONAL S.A.","ENTE NACIONAL DE COMUNICACIONES","TENER POR CANCELADA, DESDE EL 6 DE FEBRERO DE 2020, LA LICENCIA Y REGISTRO PARA LA PRESTACION DEL SERVICIO DE VALOR AGREGADO - ACCESO A INTERNET, OTORGADA A LA EMPRESA RED REGIONAL S.A.","","","","0",""
"374980","Resolución","2093","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","99","ESCOM COMUNICACIONES S.R.L,","ENTE NACIONAL DE COMUNICACIONES","INSCRIBIR A LA EMPRESA ESCOM COMUNICACIONES S.R.L, EN EL REGISTRO DE SERVICIOS TIC APROBADO EN EL ANEXO I DE LA RESOLUCION DEL EX MINISTERIO DE MODERNIZACION N° 697/2017 Y SUS MODIFICATORIAS, EL SERVICIO DE REVENTA DE SERVICIOS DE TELECOMUNICACIONES.","","","","0",""
"374984","Resolución","2097","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","101","LOTOI S.A.","ENTE NACIONAL DE COMUNICACIONES","OTORGAR A LA EMPRESA LOTOI S.A., LICENCIA PARA LA PRESTACION DE SERVICIOS DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES, SEAN FIJOS O MOVILES, ALAMBRICOS O INALAMBRICOS, NACIONALES O INTERNACIONALES, CON O SIN INFRAESTRUCTURA PROPIA.","","","","0",""
"374932","Resolución","735","","SERVICIO NAC. DE SANIDAD Y CALIDAD AGROALIMENTARIA","2022-11-11","35047","2022-11-15","90","RESOLUCION 503/2022 - MODIFICACION","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA","INCORPORACIONES. SE INCORPORAN COMO INCISOS W) Y X) DEL ARTICULO 4° DE LA RESOLUCION N° RESOL- 2022-503-APN-PRES#SENASA DEL 17 DE AGOSTO DE 2022 DEL SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA. Y OTRAS MODIFICACIONES.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374932/norma.htm","","0","1"
"374993","Resolución","2107","Sintetizada","ENTE NACIONAL DE COMUNICACIONES","2022-11-11","35047","2022-11-15","104","GILBERTO ALEJANDRO IBARROULE","ENTE NACIONAL DE COMUNICACIONES","INSCRIBIR AL SEÑOR GILBERTO ALEJANDRO IBARROULE EN EL REGISTRO DE SERVICIOS TIC, EL SERVICIO DE RADIODIFUSION POR SUSCRIPCION MEDIANTE VINCULO FISICO Y/O RADIOELECTRICO.","","","","0",""
