"id_norma_modificada","id_norma_modificatoria","tipo_norma","nro_norma","clase_norma","organismo_origen","fecha_boletin","titulo_sumario","titulo_resumido"
"366629","370770","Resolución","326","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","NATURGY BAN S.A. - CUADROS TARIFARIOS"
"366629","370771","Resolución","327","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CUADROS TARIFARIOS - APROBACION"
"366629","370772","Resolución","328","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","GASNEA S.A. - CUADROS TARIFARIOS"
"366629","370773","Resolución","329","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CAMUZZI GAS PAMPEANA S.A. - CUADROS TARIFARIOS"
"366629","370774","Resolución","330","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CAMUZZI GAS DEL SUR S.A. - CUADROS TARIFARIOS"
"366629","370775","Resolución","331","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","CUADROS TARIFARIOS - APROBACION"
"366629","370776","Resolución","332","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","DISTRIBUIDORA DE GAS DEL CENTRO S.A. - CUADROS TARIFARIOS"
"366629","370777","Resolución","333","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","DISTRIBUIDORA DE GAS CUYANA S.A. - CUADROS TARIFARIOS"
"366629","370778","Resolución","334","","ENTE NACIONAL REGULADOR DEL GAS","2022-08-31","ENTE NACIONAL REGULADOR DEL GAS","REDENGAS S.A. - CUADROS TARIFARIOS"
"366629","370724","Resolución","631","","SECRETARIA DE ENERGIA","2022-09-01","MINISTERIO DE ECONOMIA","PERSONAS BENEFICIARIAS - ESTABLECESE"
"366629","371110","Resolución","313","","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","2022-09-09","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","EDENOR S.A. - CUADRO TARIFARIO"
"366629","371111","Resolución","314","","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","2022-09-09","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","EDESUR S.A. - CUADRO TARIFARIO"
"366629","371439","Resolución","649","","SECRETARIA DE ENERGIA","2022-09-15","MINISTERIO DE ECONOMIA","PRECIOS DE REFERENCIA DE LA POTENCIA Y PRECIO ESTABILIZADO DE LA ENERGIA"
"366629","371956","Resolución","661","","SECRETARIA DE ENERGIA","2022-09-26","MINISTERIO DE ECONOMIA","ASIGNACION DE SUBSIDIOS A LA ENERGIA - ACLARACION"
"366629","372756","Resolución","686","","SECRETARIA DE ENERGIA","2022-10-06","MINISTERIO DE ECONOMIA","CONSUMOS - ESTABLECESE"
"366629","372883","Resolución","426","","ENTE NACIONAL REGULADOR DEL GAS","2022-10-12","ENTE NACIONAL REGULADOR DEL GAS","METODOLOGIA Y PROCEDIMIENTO INFORMATIVO NIVELES SEGMENTACION - APROBACION"
"366629","374173","Resolución","742","","SECRETARIA DE ENERGIA","2022-11-03","MINISTERIO DE ECONOMIA","PRECIOS DE REFERENCIA DE LA POTENCIA Y PRECIO ESTABILIZADO DE LA ENERGIA"
"366643","373356","Resolución","678","","MINISTERIO DE SEGURIDAD","2022-10-20","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","373358","Resolución","680","","MINISTERIO DE SEGURIDAD","2022-10-20","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","373359","Resolución","681","","MINISTERIO DE SEGURIDAD","2022-10-20","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","373464","Resolución","687","","MINISTERIO DE SEGURIDAD","2022-10-21","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","373465","Resolución","688","","MINISTERIO DE SEGURIDAD","2022-10-21","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","373940","Resolución","716","","MINISTERIO DE SEGURIDAD","2022-10-31","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","374018","Resolución","724","","MINISTERIO DE SEGURIDAD","2022-11-01","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","374019","Resolución","725","","MINISTERIO DE SEGURIDAD","2022-11-01","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","374093","Resolución","728","","MINISTERIO DE SEGURIDAD","2022-11-02","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","374413","Resolución","749","","MINISTERIO DE SEGURIDAD","2022-11-08","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366643","375209","Resolución","785","","MINISTERIO DE SEGURIDAD","2022-11-18","MINISTERIO DE SEGURIDAD","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO"
"366650","366651","Disposición","32","","DIRECCION REGIONAL TUCUMAN AFIP-DGI","2022-06-21","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","DISPOSICION 30/2022 - RECTIFICASE"
"366662","373217","Disposición","715","","DIRECCION DE NORMATIVA LABORAL","2022-10-18","CONVENCIONES COLECTIVAS DE TRABAJO","UNION OBREROS Y EMPLEADOS PLASTICOS - CAMARA ARGENTINA DE LA INDUSTRIA PLASTICA"
"366663","372740","Disposición","571","","DIRECCION DE NORMATIVA LABORAL","2022-10-06","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DEL SEGURO DE LA REPUBLICA ARGENTINA - AVIRA"
"366669","373227","Disposición","727","","DIRECCION DE NORMATIVA LABORAL","2022-10-18","CONVENCIONES COLECTIVAS DE TRABAJO","UNION TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES - OTROS"
"366673","372855","Disposición","594","","DIRECCION DE NORMATIVA LABORAL","2022-10-11","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DEL PERSONAL DE INDUSTRIAS QUÍMICAS Y PETROQUIMICAS Y OTROS"
"366675","373028","Disposición","623","","DIRECCION DE NORMATIVA LABORAL","2022-10-13","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO OBRERO DE TRABAJADORES DE EMPRESAS DE LIMPIEZA, SERVICIOS Y MAESTRANZA  MENDOZA Y OTROS"
"366677","372950","Disposición","620","","DIRECCION DE NORMATIVA LABORAL","2022-10-12","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DEL PERSONAL JERARQUICO DEL AGUA Y LA ENERGIA Y OTROS"
"366678","372624","Disposición","508","","DIRECCION DE NORMATIVA LABORAL","2022-10-04","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION ARGENTINA EMPLEADOS DE LA MARINA MERCANTE - OTRO"
"366695","369434","Disposición","2","","DIRECCION NACIONAL DE PROMOCION DE PROYECTOS CULTURALES","2022-08-09","MINISTERIO DE CULTURA","PLAZO DE INSCRIPCION - PRORROGA"
"366695","372728","Resolución","1680","","MINISTERIO DE CULTURA","2022-10-06","MINISTERIO DE CULTURA","DESIGNACIONES"
"366714","369206","Comunicación","7537","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-04","ENTIDADES FINANCIERAS","EFECTIVO MINIMO Y APLICACION DE RECURSOS"
"366715","369138","Comunicación","7543","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-03","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIO"
"366728","373716","Disposición","791","","DIRECCION DE NORMATIVA LABORAL","2022-10-26","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION SINDICAL DE MOTOCICLISTAS MENSAJEROS Y SERVICIOS - CEMMARA"
"366731","372949","Disposición","619","","DIRECCION DE NORMATIVA LABORAL","2022-10-12","CONVENCIONES COLECTIVAS DE TRABAJO","A.P.J.A.E. -FEDERACION PAMPEANA DE COOPERATIVAS ELECTRICAS Y DE SERVICIOS PUBLICOS COOPERATIVA LIMIT"
"366734","373048","Disposición","668","","DIRECCION DE NORMATIVA LABORAL","2022-10-13","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DE PROFESIONALES UNIVERSITARIOS DEL AGUA Y OTROS"
"366741","373145","Disposición","679","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DE TRABAJADORES DE LA INDUSTRIA DEL GAS CAPITAL Y GRAN BUENOS AIRES  Y OTROS"
"366743","373228","Disposición","717","","DIRECCION DE NORMATIVA LABORAL","2022-10-18","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION UNICA DE VIAJANTES DE LA ARGENTINA - OTROS"
"366744","369446","Disposición","457","","DIRECCION DE NORMATIVA LABORAL","2022-08-09","CONVENCIONES COLECTIVAS DE TRABAJO","UNION EMPLEADOS DE LA CONSTRUCCION ARGENTINA - CORDOBA - CAMARCO - FAEC"
"366745","373096","Disposición","597","","DIRECCION DE NORMATIVA LABORAL","2022-10-14","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO LA FRATERNIDAD -  METROVIAS SOCIEDAD ANONIMA"
"366747","373151","Disposición","616","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DEL PERSONAL DE DIRECCION DE LOS FERROCARRILES ARGENTINOS - METROVIAS S.A"
"366758","371735","Resolución","1565","","MINISTERIO DE CULTURA","2022-09-21","MINISTERIO DE CULTURA","CONCURSO DE MUSICA 'SUBAN' - PREMIOS"
"366760","370046","Resolución","153","","SECRETARIA DE OBRAS PUBLICAS","2022-08-19","MINISTERIO DE OBRAS PUBLICAS","MODELO DE FACTURA"
"366760","372899","Resolución","183","","SECRETARIA DE OBRAS PUBLICAS","2022-10-12","MINISTERIO DE OBRAS PUBLICAS","VALOR DEL 'COEFICIENTE DE MODIFICACION K'"
"366776","373047","Disposición","667","","DIRECCION DE NORMATIVA LABORAL","2022-10-13","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION ARGENTINA DE TRABAJADORES DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS  Y OTROS"
"366779","374052","Disposición","709","","DIRECCION DE NORMATIVA LABORAL","2022-11-01","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACIÓN DE TRABAJADORES JABONEROS Y AFINES DE LA REP ARG Y OTROS"
"366782","372743","Disposición","629","","DIRECCION DE NORMATIVA LABORAL","2022-10-06","CONVENCIONES COLECTIVAS DE TRABAJO","CONSUDEC - CONFEDERACION ARGENTINA DE INSTITUCIONES DE ENSEÑANZA PRIVADA Y OTROS"
"366788","373887","Disposición","822","","DIRECCION DE NORMATIVA LABORAL","2022-10-28","CONVENCIONES COLECTIVAS DE TRABAJO","FATIDA - FEDERACION ARGENTINA DE LA INDUSTRIA GRAFICA Y AFINES"
"366789","373890","Disposición","825","","DIRECCION DE NORMATIVA LABORAL","2022-10-28","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO FEDERACION GRAFICA BONAERENSE - FEDERACION ARGENTINA DE LA INDUSTRIA GRAFICA Y AFINES"
"366820","370280","Resolución","5251","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2022-08-24","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","RESOLUCIONES GENERALES N° 2111 Y 5210 - MODIFICACION"
"366849","373146","Disposición","600","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO LA FRATERNIDAD -  FERROEXPRESO PAMPEANO SOCIEDAD ANONIMA CONCESIONARIA"
"366851","373092","Disposición","697","","DIRECCION DE NORMATIVA LABORAL","2022-10-14","CONVENCIONES COLECTIVAS DE TRABAJO","F.T.P.S.R.C.H.P.Y A - CAM DE CONFITERIAS DE LA ASO DE HOTELES, RESTAURANTES, CONFITERIAS Y CAFES"
"366855","373052","Decreto","690","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-10-14","INSTITUTO NACIONAL CONTRA LA DISCRIMINACION, LA XENOFOBIA Y EL RACISMO","INTERVENCION - PRORROGA"
"366863","366864","Resolución","93","","COMISION NACIONAL DE TRABAJO AGRARIO","2022-06-27","TRABAJO AGRARIO","RESOLUCION 74/2022 - MODIFICACION"
"366863","371321","Resolución","135","","COMISION NACIONAL DE TRABAJO AGRARIO","2022-09-14","TRABAJO AGRARIO","RESOLUCION N° 93/2022 - MODIFICACION"
"366864","371321","Resolución","135","","COMISION NACIONAL DE TRABAJO AGRARIO","2022-09-14","TRABAJO AGRARIO","RESOLUCION N° 93/2022 - MODIFICACION"
"366871","368153","Resolución","27","Conjunta","SECRETARIA DE HACIENDA","2022-07-18","DEUDA PUBLICA","LETRA DEL TESORO EN PESOS - AMPLIACION"
"366871","368153","Resolución","27","Conjunta","SECRETARIA DE FINANZAS","2022-07-18","DEUDA PUBLICA","LETRA DEL TESORO EN PESOS - AMPLIACION"
"366871","368704","Resolución","28","Conjunta","SECRETARIA DE FINANZAS","2022-07-27","DEUDA PUBLICA","LETRAS DEL TESORO EN PESOS - AMPLIACION"
"366871","368704","Resolución","28","Conjunta","SECRETARIA DE HACIENDA","2022-07-27","DEUDA PUBLICA","LETRAS DEL TESORO EN PESOS - AMPLIACION"
"366896","369150","Disposición","358","","DIRECCION DE NORMATIVA LABORAL","2022-08-03","CONVENCIONES COLECTIVAS DE TRABAJO","S.O.E.S.G.Y.P.E. CHACO - CAMARA DE EXPENDEDORES DE COMBUSTIBLES Y AFINES DEL CHACO"
"366905","366959","Resolución","193","","INSTITUTO NACIONAL DEL AGUA","2022-06-29","INSTITUTO NACIONAL DEL AGUA","RESOLUCION N° 187/2022 - RECTIFICASE"
"366910","369502","Resolución","5246","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2022-08-10","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","IMPUESTO A LAS GANANCIAS - OPCION DE REDUCCION DE ANTICIPOS"
"366931","372941","Disposición","618","","DIRECCION DE NORMATIVA LABORAL","2022-10-12","CONVENCIONES COLECTIVAS DE TRABAJO","APUAYE - FICE"
"366971","370897","Resolución","430","","MINISTERIO DE TURISMO Y DEPORTES","2022-09-06","MINISTERIO DE TURISMO Y DEPORTES","RESOLUCION N° 303/2022 - MODIFICACION"
"366971","370906","Disposición","23","","SUBSECRETARIA DE PROMOCION TURISTICA Y NUEVOS PRODUCTOS","2022-09-06","MINISTERIO DE TURISMO Y DEPORTES","SERVICIOS TURISTICOS - ESTABLECESE"
"366971","371071","Disposición","1","Conjunta","SUBSECRETARIA DE ACCIONES PARA LA DEFENSA DE LAS Y LOS CONSU","2022-09-08","PREVIAJE EDICION 2022","ACTA ACUERDO - PROTOCOLO PARA EL CONTROL Y FISCALIZACION"
"366971","371071","Disposición","1","Conjunta","SUBSECRETARIA DE PROMOCION TURISTICA Y NUEVOS PRODUCTOS","2022-09-08","PREVIAJE EDICION 2022","ACTA ACUERDO - PROTOCOLO PARA EL CONTROL Y FISCALIZACION"
"366971","371343","Disposición","26","","SUBSECRETARIA DE PROMOCION TURISTICA Y NUEVOS PRODUCTOS","2022-09-14","MINISTERIO DE TURISMO Y DEPORTES","FECHA LIMITE - ESTABLECESE"
"366973","374711","Resolución","46","Conjunta","SECRETARIA DE FINANZAS","2022-11-11","DEUDA PUBLICA","BONO DE LA NACION ARGENTINA EN MONEDA DUAL - AMPLIASE"
"366973","374711","Resolución","46","Conjunta","SECRETARIA DE HACIENDA","2022-11-11","DEUDA PUBLICA","BONO DE LA NACION ARGENTINA EN MONEDA DUAL - AMPLIASE"
"366975","367075","Disposición","2","","SUBSECRETARIA DE PLANEAMIENTO ENERGETICO","2022-06-30","MINISTERIO DE ECONOMIA","CARACTERISTICAS BASE DE DATOS - MODIFICACION"
"366982","370910","Comunicación","93419","C","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-09-06","ENTIDADES FINANCIERAS","COMUNICACION 'A' 7529 - FE DE ERRATAS"
"366987","375812","Disposición","959","","DIRECCION DE NORMATIVA LABORAL","2022-11-30","CONVENCIONES COLECTIVAS DE TRABAJO","UNION FERROVIARIA - OPERADORA FERROVIARIA SOCIEDAD DEL ESTADO"
"366992","373156","Disposición","700","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","SAFYB - CONFEDERACION FARMACEUTICA ARGENTINA"
"367020","373983","Decreto","725","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-11-01","ACUERDOS","HOMOLOGACION"
"367035","368223","Resolución","830","","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","2022-07-19","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","PLAZO - PRORROGA"
"367035","368764","Resolución","886","","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","2022-07-28","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","PLAZO PRESENTACION - PRORROGA"
"367046","369414","Resolución","63","","SECRETARIA DE GESTION CULTURAL","2022-08-09","MINISTERIO DE CULTURA","PLAZO - EXTIENDASE"
"367060","371685","Resolución","2587","","SECRETARIA DE SEGURIDAD Y POLITICA CRIMINAL","2022-09-20","MINISTERIO DE SEGURIDAD","OBSERVATORIO DEL VINCULO CON LOS ANIMALES DE APOYO PROFESIONAL - CREASE"
"367071","369568","Resolución","5247","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2022-08-11","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","REGIMEN DE SERVICIOS EXTRAORDINARIOS - CUADROS TARIFARIOS"
"367077","368269","Comunicación","7547","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-07-19","ENTIDADES FINANCIERAS","EXTERIOR Y CAMBIOS"
"367077","368645","Comunicación","7553","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-07-26","ENTIDADES FINANCIERAS","EXTERIOR Y CAMBIOS"
"367077","369138","Comunicación","7543","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-03","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIO"
"367077","369207","Comunicación","7538","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-04","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIOS"
"367077","370433","Comunicación","7563","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-08-26","ENTIDADES FINANCIERAS","OPERACIONES DE CAMBIOS"
"367100","373050","Disposición","670","","DIRECCION DE NORMATIVA LABORAL","2022-10-13","CONVENCIONES COLECTIVAS DE TRABAJO","UNION OBRERA DE REFRACTARIOS  - ASOFAMAR"
"367103","370878","Decreto","577","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-09-06","EMPLEADORES ACTIVIDADES DE SALUD","DECRETO N° 34/2021 - PRORROGA"
"367132","373949","Resolución","6","Conjunta","MINISTERIO DE ECONOMIA","2022-10-31","MINISTERIO DE DEFENSA","HABERES MENSUALES - FIJANSE"
"367132","373949","Resolución","6","Conjunta","MINISTERIO DE DEFENSA","2022-10-31","MINISTERIO DE DEFENSA","HABERES MENSUALES - FIJANSE"
"367133","373950","Resolución","6","","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","2022-10-31","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","RESOLUCION CONJUNTA Nº 4/22 - MODIFICACION"
"367133","375747","Decreto","798","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-11-30","PERSONAL DE FUERZAS ARMADAS Y DE SEGURIDAD","SUMA FIJA, NO REMUNERATIVA Y NO BONIFICABLE - OTORGASE"
"367144","374273","Disposición","13","","DIRECCION NACIONAL ELECTORAL","2022-11-04","MINISTERIO DEL INTERIOR","DISPOSICION N° 2/2022 - MODIFICACION"
"367153","373748","Disposición","796","","DIRECCION DE NORMATIVA LABORAL","2022-10-26","CONVENCIONES COLECTIVAS DE TRABAJO","UNION PERSONAL DE FABRICAS DE PINTURAS Y AFINES - CAMARA DE LA INDUSTRIA DE LA PINTURA"
"367157","375541","Disposición","932","","DIRECCION DE NORMATIVA LABORAL","2022-11-25","CONVENCIONES COLECTIVAS DE TRABAJO","UTHGRA - CASINO DE ROSARIO SOCIEDAD ANONIMA"
"367160","373044","Disposición","666","","DIRECCION DE NORMATIVA LABORAL","2022-10-13","CONVENCIONES COLECTIVAS DE TRABAJO","U.T.E.D.Y C. - ASOCIACIÓN BANCARIA"
"367174","375541","Disposición","932","","DIRECCION DE NORMATIVA LABORAL","2022-11-25","CONVENCIONES COLECTIVAS DE TRABAJO","UTHGRA - CASINO DE ROSARIO SOCIEDAD ANONIMA"
"367180","374558","Decreto","743","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-11-10","MEDICINA PREPAGA","DISPOSICIONES"
"367180","374576","Resolución","2577","","MINISTERIO DE SALUD","2022-11-10","MINISTERIO DE SALUD","ENTIDADES DE MEDICINA PREPAGA - INCREMENTOS"
"367180","374577","Resolución","2578","","MINISTERIO DE SALUD","2022-11-10","MINISTERIO DE SALUD","INDICE DE COSTOS DE SALUD"
"367201","368221","Resolución","828","","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","2022-07-19","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","CONFORMACION JURADO - APROBACION"
"367219","373941","Resolución","718","","MINISTERIO DE SEGURIDAD","2022-10-31","MINISTERIO DE SEGURIDAD","HABERES MENSUALES - FIJANSE"
"367257","368124","Disposición","301","","DIRECCION DE NORMATIVA LABORAL","2022-07-15","CONVENCIONES COLECTIVAS DE TRABAJO","SOESGYPE - FOESGRA - C A L A M A"
"367266","367531","Disposición","195","","DIRECCION DE NORMATIVA LABORAL","2022-07-06","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION OBRERA MINERA ARGENTINA - CAEM - FEDERACION ARGENTINA DE LA PIEDRA"
"367275","367674","Disposición","217","","DIRECCION DE NORMATIVA LABORAL","2022-07-08","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION ARGENTINA DE TRABAJADORES DE LUZ Y FUERZA - TRANSNEA SA"
"367276","373089","Disposición","691","","DIRECCION DE NORMATIVA LABORAL","2022-10-14","CONVENCIONES COLECTIVAS DE TRABAJO","SMATA - CAMARA DE CONCESIONARIOS DE SERVICIOS DEL AUTOMOVIL CLUB ARGENTINO"
"367305","369237","Decreto","452","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-08-03","MINISTERIO DE ECONOMIA","RENUNCIA"
"367307","367308","Decreto","360","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-07-04","ALIVIO FISCAL PARA PEQUEÑOS CONTRIBUYENTES Y AUTONOMOS","LEY Nº 27.676 -  SU PROMULGACION PARCIAL"
"367307","367353","Resolución","5226","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2022-07-05","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","ALIVIO FISCAL PARA PEQUEÑOS CONTRIBUYENTES Y AUTONOMOS"
"367341","373193","Resolución","717","","MINISTERIO DE ECONOMIA","2022-10-18","MINISTERIO DE ECONOMIA","DESIGNACIONES"
"367356","369840","Disposición","6421","","ADM.NAC.DE MEDICAMENTOS, ALIMENTOS Y TEC. MEDICA","2022-08-17","ADMINISTRACION NACIONAL DE MEDICAMENTOS, ALIMENTOS Y TECNOLOGIA MEDICA","DISPOSICION 5315/2022 - MODIFICACION"
"367380","372601","Comunicación","7616","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-10-04","ENTIDADES FINANCIERAS","ACTUALIZACION DE TEXTOS ORDENADOS"
"367380","375068","Comunicación","7627","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-11-16","ENTIDADES FINANCIERAS","EFECTIVO MINIMO Y APLICACION DE RECURSOS"
"367384","373889","Disposición","824","","DIRECCION DE NORMATIVA LABORAL","2022-10-28","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATOS DE LA INDUSTRIA MADERERA DE LA REPUBLICA ARGENTINA - FAIMA"
"367385","373218","Disposición","719","","DIRECCION DE NORMATIVA LABORAL","2022-10-18","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO 'FEDERACION GRAFICA BONAERENSE' - FEDERACION ARGENTINA DE LA INDUSTRIA GRAFICA Y AFINES"
"367399","372933","Disposición","598","","DIRECCION DE NORMATIVA LABORAL","2022-10-12","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE ASOCIACIONES DE TRABAJADORES DE LA SANIDAD ARGENTINA Y OTROS"
"367401","373163","Disposición","707","","DIRECCION DE NORMATIVA LABORAL","2022-10-17","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION DE ASOCIACIONES DE TRABAJADORES DE LA SANIDAD ARGENTINA Y OTROS"
"367440","367441","Decreto","363","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-07-06","CUESTION DE LAS ISLAS MALVINAS","LEY 27671 - SU PROMULGACION"
"367440","373915","Decreto","720","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-10-31","MINISTERIO DE RELACIONES EXTERIORES, COMERCIO INTERNACIONAL Y CULTO","DESIGNACION"
"367449","367453","Resolución","149","","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2022-07-06","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","RESOLUCION Nº 137/2022 - RECTIFICASE"
"367457","367456","Resolución","108","","AGENCIA NACIONAL DE PROMOCION DE LA INVESTIGACION EL DESARR","2022-07-06","AGENCIA NACIONAL DE PROMOCION DE LA INVESTIGACION, EL DESARROLLO TECNOLOGICO Y LA INNOVACION","RESOLUCION 131/2021 - PUBLIQUESE"
"367459","367458","Resolución","110","","AGENCIA NACIONAL DE PROMOCION DE LA INVESTIGACION EL DESARR","2022-07-06","AGENCIA NACIONAL DE PROMOCION DE LA INVESTIGACION, EL DESARROLLO TECNOLOGICO Y LA INNOVACION","RESOLUCION 173/2021 - PUBLIQUESE"
"367462","374898","Resolución","2119","","ENTE NACIONAL DE COMUNICACIONES","2022-11-15","ENTE NACIONAL DE COMUNICACIONES","CONCURSOS PUBLICOS - LLAMADO"
"367499","375447","Disposición","9365","","ADM.NAC.DE MEDICAMENTOS, ALIMENTOS Y TEC. MEDICA","2022-11-24","ADMINISTRACION NACIONAL DE MEDICAMENTOS, ALIMENTOS Y TECNOLOGIA MEDICA","PRODUCTOS - PROHIBASE USO"
